time	v(bus04)-v(bus03)	V(bus03)	V(bus04)	V(vinn)	V(vinp)
Step Information: Ibias=63µ  (Run: 1/3)
8.668460833024699e-02	-3.882825e-01	9.646324e-01	5.763499e-01	1.671152e+00	8.288479e-01
8.678226458024699e-02	-3.892800e-01	9.647393e-01	5.754592e-01	1.695566e+00	8.044339e-01
8.687992083024698e-02	-3.902394e-01	9.648421e-01	5.746028e-01	1.719980e+00	7.800198e-01
8.697757708024698e-02	-3.911646e-01	9.649415e-01	5.737769e-01	1.744394e+00	7.556058e-01
8.707523333024697e-02	-3.920590e-01	9.650376e-01	5.729786e-01	1.768808e+00	7.311917e-01
8.727054583024696e-02	-3.937671e-01	9.652214e-01	5.714543e-01	1.817636e+00	6.823636e-01
8.854007708024689e-02	-4.031033e-01	9.662324e-01	5.631291e-01	2.135019e+00	3.649807e-01
8.883304583024687e-02	-4.048840e-01	9.664264e-01	5.615423e-01	2.208261e+00	2.917385e-01
8.912601458024685e-02	-4.063814e-01	9.665899e-01	5.602084e-01	2.281504e+00	2.184964e-01
8.951663958024683e-02	-4.078189e-01	9.667470e-01	5.589282e-01	2.379160e+00	1.208401e-01
9.000000000000016e-02	-4.089275e-01	9.668684e-01	5.579409e-01	2.500000e+00	1.332268e-15
9.000927354197549e-02	-4.089113e-01	9.668665e-01	5.579551e-01	2.497682e+00	2.318386e-03
9.006491479382751e-02	-4.088095e-01	9.668553e-01	5.580458e-01	2.483771e+00	1.622870e-02
9.013910312963019e-02	-4.086635e-01	9.668393e-01	5.581758e-01	2.465224e+00	3.477578e-02
9.023675937963019e-02	-4.084545e-01	9.668164e-01	5.583619e-01	2.440810e+00	5.918984e-02
9.033441562963018e-02	-4.082233e-01	9.667910e-01	5.585678e-01	2.416396e+00	8.360391e-02
9.043207187963018e-02	-4.079657e-01	9.667628e-01	5.587971e-01	2.391982e+00	1.080180e-01
9.062738437963017e-02	-4.073582e-01	9.666963e-01	5.593381e-01	2.343154e+00	1.568461e-01
9.092035312963015e-02	-4.061682e-01	9.665661e-01	5.603979e-01	2.269912e+00	2.300883e-01
9.131097812963013e-02	-4.040343e-01	9.663332e-01	5.622988e-01	2.172256e+00	3.277445e-01
9.160394687963011e-02	-4.021651e-01	9.661296e-01	5.639645e-01	2.099013e+00	4.009867e-01
9.228754062963007e-02	-3.973128e-01	9.656034e-01	5.682905e-01	1.928115e+00	5.718852e-01
9.306879062963003e-02	-3.907291e-01	9.648938e-01	5.741646e-01	1.732802e+00	7.671977e-01
9.316644687963002e-02	-3.897882e-01	9.647927e-01	5.750046e-01	1.708388e+00	7.916117e-01
9.326410312963002e-02	-3.888113e-01	9.646880e-01	5.758767e-01	1.683974e+00	8.160258e-01
9.336175937963001e-02	-3.877941e-01	9.645790e-01	5.767849e-01	1.659560e+00	8.404399e-01
9.345941562963000e-02	-3.867316e-01	9.644654e-01	5.777338e-01	1.635146e+00	8.648539e-01
9.355707187963000e-02	-3.856168e-01	9.643462e-01	5.787294e-01	1.610732e+00	8.892680e-01
9.365472812962999e-02	-3.844408e-01	9.642206e-01	5.797799e-01	1.586318e+00	9.136820e-01
9.375238437962999e-02	-3.831871e-01	9.640870e-01	5.808999e-01	1.561904e+00	9.380961e-01
9.385004062962998e-02	-3.818188e-01	9.639413e-01	5.821224e-01	1.537490e+00	9.625102e-01
9.394769687962998e-02	-3.802387e-01	9.637732e-01	5.835345e-01	1.513076e+00	9.869242e-01
9.404535312962997e-02	-3.781889e-01	9.635555e-01	5.853665e-01	1.488662e+00	1.011338e+00
9.414300937962997e-02	-3.750425e-01	9.632218e-01	5.881793e-01	1.464248e+00	1.035752e+00
9.424066562962996e-02	-3.694466e-01	9.626310e-01	5.931845e-01	1.439834e+00	1.060166e+00
9.433832187962995e-02	-3.589021e-01	9.615269e-01	6.026248e-01	1.415420e+00	1.084580e+00
9.443597812962995e-02	-3.397707e-01	9.595512e-01	6.197805e-01	1.391006e+00	1.108994e+00
9.453363437962994e-02	-3.083962e-01	9.563744e-01	6.479782e-01	1.366591e+00	1.133409e+00
9.463129062962994e-02	-2.629321e-01	9.518773e-01	6.889452e-01	1.342177e+00	1.157823e+00
9.472894687962993e-02	-2.042523e-01	9.462073e-01	7.419550e-01	1.317763e+00	1.182237e+00
9.482660312962993e-02	-1.352790e-01	9.396748e-01	8.043958e-01	1.293349e+00	1.206651e+00
9.492425937962992e-02	-5.976433e-02	9.326270e-01	8.728627e-01	1.268935e+00	1.231065e+00
9.502191562962992e-02	1.845080e-02	9.253925e-01	9.438433e-01	1.244521e+00	1.255479e+00
9.511957187962991e-02	9.560508e-02	9.182844e-01	1.013889e+00	1.220107e+00	1.279893e+00
9.521722812962991e-02	1.679363e-01	9.116216e-01	1.079558e+00	1.195693e+00	1.304307e+00
9.531488437962990e-02	2.316698e-01	9.057377e-01	1.137408e+00	1.171279e+00	1.328721e+00
9.541254062962989e-02	2.834061e-01	9.009457e-01	1.184352e+00	1.146865e+00	1.353135e+00
9.551019687962989e-02	3.211316e-01	8.974400e-01	1.218572e+00	1.122451e+00	1.377549e+00
9.560785312962988e-02	3.453717e-01	8.951814e-01	1.240553e+00	1.098037e+00	1.401963e+00
9.570550937962988e-02	3.591628e-01	8.938936e-01	1.253056e+00	1.073623e+00	1.426377e+00
9.580316562962987e-02	3.664388e-01	8.932130e-01	1.259652e+00	1.049209e+00	1.450791e+00
9.590082187962987e-02	3.703316e-01	8.928484e-01	1.263180e+00	1.024795e+00	1.475205e+00
9.599847812962986e-02	3.726750e-01	8.926286e-01	1.265304e+00	1.000381e+00	1.499619e+00
9.609613437962986e-02	3.743547e-01	8.924709e-01	1.266826e+00	9.759664e-01	1.524034e+00
9.619379062962985e-02	3.757479e-01	8.923400e-01	1.268088e+00	9.515523e-01	1.548448e+00
9.629144687962984e-02	3.770001e-01	8.922223e-01	1.269222e+00	9.271383e-01	1.572862e+00
9.638910312962984e-02	3.781649e-01	8.921128e-01	1.270278e+00	9.027242e-01	1.597276e+00
9.795160312962975e-02	3.916239e-01	8.908458e-01	1.282470e+00	5.120992e-01	1.987901e+00
9.853754062962972e-02	3.951681e-01	8.905118e-01	1.285680e+00	3.656148e-01	2.134385e+00
9.892816562962969e-02	3.967808e-01	8.903598e-01	1.287141e+00	2.679586e-01	2.232041e+00
9.941644687962967e-02	3.980181e-01	8.902432e-01	1.288261e+00	1.458883e-01	2.354112e+00
9.990472812962964e-02	3.987474e-01	8.901744e-01	1.288922e+00	2.381797e-02	2.476182e+00
1.000000000000000e-01	3.988554e-01	8.901642e-01	1.289020e+00	4.085621e-14	2.500000e+00
