time	V(bus02)	V(bus03)	V(bus04)	V(vinn)	V(vinp)
Step Information: Ibias=63µ  (Run: 1/3)
7.238604236316903e-02	5.297095e-01	7.798067e-01	6.609148e-01	1.380698e+00	1.119302e+00
7.248369861316903e-02	5.387003e-01	7.797076e-01	6.616170e-01	1.375815e+00	1.124185e+00
7.258135486316902e-02	5.476395e-01	7.795911e-01	6.624432e-01	1.370932e+00	1.129068e+00
7.267901111316902e-02	5.565340e-01	7.794543e-01	6.634123e-01	1.366049e+00	1.133951e+00
7.277666736316901e-02	5.653912e-01	7.792944e-01	6.645452e-01	1.361167e+00	1.138833e+00
7.287432361316901e-02	5.742188e-01	7.791081e-01	6.658643e-01	1.356284e+00	1.143716e+00
7.297197986316900e-02	5.830236e-01	7.788922e-01	6.673932e-01	1.351401e+00	1.148599e+00
7.306963611316900e-02	5.918110e-01	7.786431e-01	6.691558e-01	1.346518e+00	1.153482e+00
7.316729236316899e-02	6.005844e-01	7.783575e-01	6.711764e-01	1.341635e+00	1.158365e+00
7.326494861316898e-02	6.093446e-01	7.780320e-01	6.734781e-01	1.336753e+00	1.163247e+00
7.336260486316898e-02	6.180902e-01	7.776635e-01	6.760823e-01	1.331870e+00	1.168130e+00
7.346026111316897e-02	6.268169e-01	7.772492e-01	6.790076e-01	1.326987e+00	1.173013e+00
7.355791736316897e-02	6.355178e-01	7.767870e-01	6.822692e-01	1.322104e+00	1.177896e+00
7.365557361316896e-02	6.441841e-01	7.762752e-01	6.858773e-01	1.317221e+00	1.182779e+00
7.375322986316896e-02	6.528050e-01	7.757128e-01	6.898376e-01	1.312338e+00	1.187662e+00
7.385088611316895e-02	6.613681e-01	7.750998e-01	6.941502e-01	1.307456e+00	1.192544e+00
7.394854236316895e-02	6.698601e-01	7.744366e-01	6.988095e-01	1.302573e+00	1.197427e+00
7.404619861316894e-02	6.782670e-01	7.737246e-01	7.038044e-01	1.297690e+00	1.202310e+00
7.414385486316893e-02	6.865742e-01	7.729658e-01	7.091188e-01	1.292807e+00	1.207193e+00
7.424151111316893e-02	6.947671e-01	7.721631e-01	7.147316e-01	1.287924e+00	1.212076e+00
7.433916736316892e-02	7.028310e-01	7.713196e-01	7.206175e-01	1.283042e+00	1.216958e+00
7.443682361316892e-02	7.107515e-01	7.704394e-01	7.267475e-01	1.278159e+00	1.221841e+00
7.453447986316891e-02	7.185144e-01	7.695267e-01	7.330896e-01	1.273276e+00	1.226724e+00
7.463213611316891e-02	7.261056e-01	7.685863e-01	7.396091e-01	1.268393e+00	1.231607e+00
7.472979236316890e-02	7.335116e-01	7.676232e-01	7.462696e-01	1.263510e+00	1.236490e+00
7.482744861316890e-02	7.407190e-01	7.666427e-01	7.530329e-01	1.258628e+00	1.241372e+00
7.512041736316888e-02	7.610228e-01	7.636521e-01	7.735473e-01	1.243979e+00	1.256021e+00
7.521807361316887e-02	7.673107e-01	7.626579e-01	7.803277e-01	1.239096e+00	1.260904e+00
7.531572986316887e-02	7.733395e-01	7.616746e-01	7.870137e-01	1.234213e+00	1.265787e+00
7.541338611316886e-02	7.790986e-01	7.607079e-01	7.935670e-01	1.229331e+00	1.270669e+00
7.551104236316886e-02	7.845782e-01	7.597634e-01	7.999508e-01	1.224448e+00	1.275552e+00
7.560869861316885e-02	7.897696e-01	7.588465e-01	8.061301e-01	1.219565e+00	1.280435e+00
7.570635486316885e-02	7.946652e-01	7.579621e-01	8.120722e-01	1.214682e+00	1.285318e+00
7.580401111316884e-02	7.992588e-01	7.571151e-01	8.177474e-01	1.209799e+00	1.290201e+00
7.590166736316883e-02	8.035464e-01	7.563096e-01	8.231294e-01	1.204917e+00	1.295083e+00
7.599932361316883e-02	8.075254e-01	7.555493e-01	8.281960e-01	1.200034e+00	1.299966e+00
7.609697986316882e-02	8.111960e-01	7.548372e-01	8.329294e-01	1.195151e+00	1.304849e+00
7.619463611316882e-02	8.145609e-01	7.541755e-01	8.373172e-01	1.190268e+00	1.309732e+00
7.629229236316881e-02	8.176255e-01	7.535657e-01	8.413522e-01	1.185385e+00	1.314615e+00
7.638994861316881e-02	8.203980e-01	7.530083e-01	8.450328e-01	1.180503e+00	1.319497e+00
7.648760486316880e-02	8.228895e-01	7.525030e-01	8.483629e-01	1.175620e+00	1.324380e+00
7.658526111316880e-02	8.251136e-01	7.520487e-01	8.513519e-01	1.170737e+00	1.329263e+00
7.668291736316879e-02	8.270861e-01	7.516435e-01	8.540136e-01	1.165854e+00	1.334146e+00
7.678057361316878e-02	8.288246e-01	7.512850e-01	8.563660e-01	1.160971e+00	1.339029e+00
7.687822986316878e-02	8.303480e-01	7.509699e-01	8.584302e-01	1.156088e+00	1.343912e+00
7.697588611316877e-02	8.316759e-01	7.506950e-01	8.602294e-01	1.151206e+00	1.348794e+00
7.707354236316877e-02	8.328279e-01	7.504567e-01	8.617880e-01	1.146323e+00	1.353677e+00
7.717119861316876e-02	8.338233e-01	7.502512e-01	8.631306e-01	1.141440e+00	1.358560e+00
7.726885486316876e-02	8.346806e-01	7.500749e-01	8.642814e-01	1.136557e+00	1.363443e+00
7.736651111316875e-02	8.354172e-01	7.499244e-01	8.652637e-01	1.131674e+00	1.368326e+00
7.746416736316875e-02	8.360488e-01	7.497963e-01	8.660991e-01	1.126792e+00	1.373208e+00
7.756182361316874e-02	8.365902e-01	7.496877e-01	8.668073e-01	1.121909e+00	1.378091e+00
7.765947986316873e-02	8.370543e-01	7.495958e-01	8.674064e-01	1.117026e+00	1.382974e+00
7.775713611316873e-02	8.374526e-01	7.495180e-01	8.679124e-01	1.112143e+00	1.387857e+00
7.785479236316872e-02	8.377951e-01	7.494525e-01	8.683395e-01	1.107260e+00	1.392740e+00
7.795244861316872e-02	8.380907e-01	7.493971e-01	8.687000e-01	1.102378e+00	1.397622e+00
7.805010486316871e-02	8.383470e-01	7.493503e-01	8.690048e-01	1.097495e+00	1.402505e+00
7.814776111316871e-02	8.385705e-01	7.493106e-01	8.692631e-01	1.092612e+00	1.407388e+00
7.824541736316870e-02	8.387669e-01	7.492768e-01	8.694828e-01	1.087729e+00	1.412271e+00
7.834307361316870e-02	8.389409e-01	7.492480e-01	8.696706e-01	1.082846e+00	1.417154e+00
7.844072986316869e-02	8.390964e-01	7.492231e-01	8.698325e-01	1.077963e+00	1.422037e+00
7.853838611316868e-02	8.392369e-01	7.492015e-01	8.699731e-01	1.073081e+00	1.426919e+00
7.863604236316868e-02	8.393652e-01	7.491825e-01	8.700965e-01	1.068198e+00	1.431802e+00
7.873369861316867e-02	8.394836e-01	7.491657e-01	8.702060e-01	1.063315e+00	1.436685e+00
7.883135486316867e-02	8.395940e-01	7.491505e-01	8.703043e-01	1.058432e+00	1.441568e+00
7.892901111316866e-02	8.396979e-01	7.491368e-01	8.703936e-01	1.053549e+00	1.446451e+00
7.902666736316866e-02	8.397967e-01	7.491242e-01	8.704758e-01	1.048667e+00	1.451333e+00
7.912432361316865e-02	8.398913e-01	7.491124e-01	8.705523e-01	1.043784e+00	1.456216e+00
7.931963611316864e-02	8.400711e-01	7.490908e-01	8.706926e-01	1.034018e+00	1.465982e+00
7.951494861316863e-02	8.402421e-01	7.490709e-01	8.708215e-01	1.024253e+00	1.475747e+00
7.980791736316861e-02	8.404883e-01	7.490431e-01	8.710018e-01	1.009604e+00	1.490396e+00
8.000944263868326e-02	8.406377e-01	7.490266e-01	8.711097e-01	1.000472e+00	1.499528e+00
8.033695208024735e-02	8.403677e-01	7.490568e-01	8.709142e-01	1.016848e+00	1.483152e+00
8.062992083024734e-02	8.401159e-01	7.490857e-01	8.707269e-01	1.031496e+00	1.468504e+00
8.082523333024733e-02	8.399388e-01	7.491067e-01	8.705901e-01	1.041262e+00	1.458738e+00
8.092288958024732e-02	8.398460e-01	7.491181e-01	8.705161e-01	1.046144e+00	1.453856e+00
8.102054583024731e-02	8.397495e-01	7.491303e-01	8.704370e-01	1.051027e+00	1.448973e+00
8.111820208024731e-02	8.396483e-01	7.491435e-01	8.703516e-01	1.055910e+00	1.444090e+00
8.121585833024730e-02	8.395414e-01	7.491578e-01	8.702582e-01	1.060793e+00	1.439207e+00
8.131351458024730e-02	8.394274e-01	7.491738e-01	8.701549e-01	1.065676e+00	1.434324e+00
8.141117083024729e-02	8.393045e-01	7.491916e-01	8.700390e-01	1.070559e+00	1.429441e+00
8.150882708024729e-02	8.391706e-01	7.492118e-01	8.699078e-01	1.075441e+00	1.424559e+00
8.160648333024728e-02	8.390232e-01	7.492350e-01	8.697575e-01	1.080324e+00	1.419676e+00
8.170413958024728e-02	8.388592e-01	7.492617e-01	8.695837e-01	1.085207e+00	1.414793e+00
8.180179583024727e-02	8.386750e-01	7.492930e-01	8.693813e-01	1.090090e+00	1.409910e+00
8.189945208024726e-02	8.384661e-01	7.493295e-01	8.691440e-01	1.094973e+00	1.405027e+00
8.199710833024726e-02	8.382275e-01	7.493726e-01	8.688644e-01	1.099855e+00	1.400145e+00
8.209476458024725e-02	8.379531e-01	7.494235e-01	8.685341e-01	1.104738e+00	1.395262e+00
8.219242083024725e-02	8.376358e-01	7.494837e-01	8.681430e-01	1.109621e+00	1.390379e+00
8.229007708024724e-02	8.372675e-01	7.495551e-01	8.676795e-01	1.114504e+00	1.385496e+00
8.238773333024724e-02	8.368388e-01	7.496395e-01	8.671306e-01	1.119387e+00	1.380613e+00
8.248538958024723e-02	8.363389e-01	7.497394e-01	8.664811e-01	1.124269e+00	1.375731e+00
8.258304583024723e-02	8.357555e-01	7.498574e-01	8.657141e-01	1.129152e+00	1.370848e+00
8.268070208024722e-02	8.350750e-01	7.499963e-01	8.648106e-01	1.134035e+00	1.365965e+00
8.277835833024721e-02	8.342822e-01	7.501592e-01	8.637500e-01	1.138918e+00	1.361082e+00
8.287601458024721e-02	8.333604e-01	7.503495e-01	8.625098e-01	1.143801e+00	1.356199e+00
8.297367083024720e-02	8.322916e-01	7.505709e-01	8.610663e-01	1.148684e+00	1.351316e+00
8.307132708024720e-02	8.310570e-01	7.508270e-01	8.593950e-01	1.153566e+00	1.346434e+00
8.316898333024719e-02	8.296371e-01	7.511214e-01	8.574713e-01	1.158449e+00	1.341551e+00
8.326663958024719e-02	8.280121e-01	7.514577e-01	8.552712e-01	1.163332e+00	1.336668e+00
8.336429583024718e-02	8.261628e-01	7.518391e-01	8.527724e-01	1.168215e+00	1.331785e+00
8.346195208024718e-02	8.240708e-01	7.522684e-01	8.499551e-01	1.173098e+00	1.326902e+00
8.355960833024717e-02	8.217192e-01	7.527479e-01	8.468034e-01	1.177980e+00	1.322020e+00
8.365726458024716e-02	8.190934e-01	7.532790e-01	8.433054e-01	1.182863e+00	1.317137e+00
8.375492083024716e-02	8.161809e-01	7.538625e-01	8.394544e-01	1.187746e+00	1.312254e+00
8.385257708024715e-02	8.129720e-01	7.544982e-01	8.352491e-01	1.192629e+00	1.307371e+00
8.395023333024715e-02	8.094599e-01	7.551852e-01	8.306937e-01	1.197512e+00	1.302488e+00
8.404788958024714e-02	8.056403e-01	7.559216e-01	8.257980e-01	1.202394e+00	1.297606e+00
8.414554583024714e-02	8.015121e-01	7.567048e-01	8.205771e-01	1.207277e+00	1.292723e+00
8.424320208024713e-02	7.970761e-01	7.575315e-01	8.150508e-01	1.212160e+00	1.287840e+00
8.434085833024713e-02	7.923358e-01	7.583976e-01	8.092436e-01	1.217043e+00	1.282957e+00
8.443851458024712e-02	7.872964e-01	7.592988e-01	8.031834e-01	1.221926e+00	1.278074e+00
8.453617083024711e-02	7.819646e-01	7.602301e-01	7.969013e-01	1.226809e+00	1.273191e+00
8.463382708024711e-02	7.763487e-01	7.611862e-01	7.904314e-01	1.231691e+00	1.268309e+00
8.473148333024710e-02	7.704580e-01	7.621619e-01	7.838095e-01	1.236574e+00	1.263426e+00
8.482913958024710e-02	7.643026e-01	7.631513e-01	7.770732e-01	1.241457e+00	1.258543e+00
8.492679583024709e-02	7.578934e-01	7.641488e-01	7.702611e-01	1.246340e+00	1.253660e+00
8.512210833024708e-02	7.443601e-01	7.661449e-01	7.565680e-01	1.256105e+00	1.243895e+00
8.521976458024708e-02	7.372603e-01	7.671322e-01	7.497665e-01	1.260988e+00	1.239012e+00
8.531742083024707e-02	7.299553e-01	7.681047e-01	7.430478e-01	1.265871e+00	1.234129e+00
8.541507708024706e-02	7.224580e-01	7.690572e-01	7.364505e-01	1.270754e+00	1.229246e+00
8.551273333024706e-02	7.147822e-01	7.699844e-01	7.300119e-01	1.275637e+00	1.224363e+00
8.561038958024705e-02	7.069414e-01	7.708814e-01	7.237678e-01	1.280519e+00	1.219481e+00
8.570804583024705e-02	6.989497e-01	7.717439e-01	7.177514e-01	1.285402e+00	1.214598e+00
8.580570208024704e-02	6.908216e-01	7.725675e-01	7.119935e-01	1.290285e+00	1.209715e+00
8.590335833024704e-02	6.825716e-01	7.733488e-01	7.065215e-01	1.295168e+00	1.204832e+00
8.600101458024703e-02	6.742144e-01	7.740846e-01	7.013585e-01	1.300051e+00	1.199949e+00
8.609867083024703e-02	6.657645e-01	7.747725e-01	6.965234e-01	1.304934e+00	1.195066e+00
8.619632708024702e-02	6.572364e-01	7.754110e-01	6.920300e-01	1.309816e+00	1.190184e+00
8.629398333024701e-02	6.486437e-01	7.759988e-01	6.878867e-01	1.314699e+00	1.185301e+00
8.639163958024701e-02	6.399994e-01	7.765359e-01	6.840962e-01	1.319582e+00	1.180418e+00
8.648929583024700e-02	6.313152e-01	7.770229e-01	6.806560e-01	1.324465e+00	1.175535e+00
8.658695208024700e-02	6.226009e-01	7.774611e-01	6.775579e-01	1.329348e+00	1.170652e+00
8.668460833024699e-02	6.138644e-01	7.778522e-01	6.747893e-01	1.334230e+00	1.165770e+00
8.678226458024699e-02	6.051113e-01	7.781990e-01	6.723333e-01	1.339113e+00	1.160887e+00
8.687992083024698e-02	5.963447e-01	7.785043e-01	6.701698e-01	1.343996e+00	1.156004e+00
8.697757708024698e-02	5.875649e-01	7.787713e-01	6.682764e-01	1.348879e+00	1.151121e+00
8.707523333024697e-02	5.787697e-01	7.790034e-01	6.666293e-01	1.353762e+00	1.146238e+00
8.717288958024696e-02	5.699546e-01	7.792042e-01	6.652045e-01	1.358644e+00	1.141356e+00
8.727054583024696e-02	5.611137e-01	7.793769e-01	6.639779e-01	1.363527e+00	1.136473e+00
8.736820208024695e-02	5.522395e-01	7.795250e-01	6.629265e-01	1.368410e+00	1.131590e+00
8.746585833024695e-02	5.433245e-01	7.796513e-01	6.620287e-01	1.373293e+00	1.126707e+00
8.756351458024694e-02	5.343611e-01	7.797589e-01	6.612645e-01	1.378176e+00	1.121824e+00
8.766117083024694e-02	5.253437e-01	7.798502e-01	6.606157e-01	1.383059e+00	1.116941e+00
8.775882708024693e-02	5.162677e-01	7.799275e-01	6.600658e-01	1.387941e+00	1.112059e+00
8.785648333024693e-02	5.071313e-01	7.799930e-01	6.596002e-01	1.392824e+00	1.107176e+00
8.795413958024692e-02	4.979351e-01	7.800485e-01	6.592062e-01	1.397707e+00	1.102293e+00
8.805179583024692e-02	4.886820e-01	7.800954e-01	6.588723e-01	1.402590e+00	1.097410e+00
8.814945208024691e-02	4.793773e-01	7.801353e-01	6.585889e-01	1.407473e+00	1.092527e+00
8.824710833024690e-02	4.700275e-01	7.801692e-01	6.583476e-01	1.412355e+00	1.087645e+00
8.834476458024690e-02	4.606404e-01	7.801982e-01	6.581411e-01	1.417238e+00	1.082762e+00
8.844242083024689e-02	4.512241e-01	7.802233e-01	6.579633e-01	1.422121e+00	1.077879e+00
8.854007708024689e-02	4.417862e-01	7.802449e-01	6.578090e-01	1.427004e+00	1.072996e+00
8.863773333024688e-02	4.323343e-01	7.802639e-01	6.576740e-01	1.431887e+00	1.068113e+00
8.873538958024688e-02	4.228746e-01	7.802807e-01	6.575543e-01	1.436769e+00	1.063231e+00
8.883304583024687e-02	4.134126e-01	7.802958e-01	6.574473e-01	1.441652e+00	1.058348e+00
8.893070208024687e-02	4.039529e-01	7.803094e-01	6.573504e-01	1.446535e+00	1.053465e+00
8.902835833024686e-02	3.944991e-01	7.803220e-01	6.572616e-01	1.451418e+00	1.048582e+00
8.912601458024685e-02	3.850540e-01	7.803335e-01	6.571791e-01	1.456301e+00	1.043699e+00
8.922367083024685e-02	3.756200e-01	7.803444e-01	6.571019e-01	1.461184e+00	1.038816e+00
8.941898333024684e-02	3.567931e-01	7.803645e-01	6.569590e-01	1.470949e+00	1.029051e+00
8.961429583024683e-02	3.380335e-01	7.803831e-01	6.568267e-01	1.480715e+00	1.019285e+00
8.990726458024681e-02	3.100666e-01	7.804094e-01	6.566400e-01	1.495363e+00	1.004637e+00
9.000000000000016e-02	3.012636e-01	7.804174e-01	6.565827e-01	1.500000e+00	1.000000e+00
9.013910312963019e-02	3.142765e-01	7.804052e-01	6.566687e-01	1.493045e+00	1.006955e+00
9.043207187963018e-02	3.423890e-01	7.803787e-01	6.568573e-01	1.478396e+00	1.021604e+00
9.062738437963017e-02	3.612028e-01	7.803597e-01	6.569917e-01	1.468631e+00	1.031369e+00
9.082269687963015e-02	3.800652e-01	7.803391e-01	6.571379e-01	1.458865e+00	1.041135e+00
9.092035312963015e-02	3.895120e-01	7.803279e-01	6.572174e-01	1.453982e+00	1.046018e+00
9.101800937963014e-02	3.989671e-01	7.803159e-01	6.573026e-01	1.449100e+00	1.050900e+00
9.111566562963014e-02	4.084285e-01	7.803029e-01	6.573951e-01	1.444217e+00	1.055783e+00
9.121332187963013e-02	4.178931e-01	7.802886e-01	6.574965e-01	1.439334e+00	1.060666e+00
9.131097812963013e-02	4.273572e-01	7.802728e-01	6.576092e-01	1.434451e+00	1.065549e+00
9.140863437963012e-02	4.368159e-01	7.802550e-01	6.577356e-01	1.429568e+00	1.070432e+00
9.150629062963012e-02	4.462636e-01	7.802347e-01	6.578794e-01	1.424685e+00	1.075315e+00
9.160394687963011e-02	4.556934e-01	7.802114e-01	6.580442e-01	1.419803e+00	1.080197e+00
9.170160312963010e-02	4.650978e-01	7.801846e-01	6.582348e-01	1.414920e+00	1.085080e+00
9.179925937963010e-02	4.744689e-01	7.801533e-01	6.584570e-01	1.410037e+00	1.089963e+00
9.189691562963009e-02	4.837989e-01	7.801166e-01	6.587172e-01	1.405154e+00	1.094846e+00
9.199457187963009e-02	4.930803e-01	7.800734e-01	6.590233e-01	1.400271e+00	1.099729e+00
9.209222812963008e-02	5.023072e-01	7.800225e-01	6.593843e-01	1.395389e+00	1.104611e+00
9.218988437963008e-02	5.114755e-01	7.799624e-01	6.598107e-01	1.390506e+00	1.109494e+00
9.228754062963007e-02	5.205834e-01	7.798914e-01	6.603144e-01	1.385623e+00	1.114377e+00
9.238519687963007e-02	5.296314e-01	7.798074e-01	6.609092e-01	1.380740e+00	1.119260e+00
9.248285312963006e-02	5.386227e-01	7.797086e-01	6.616105e-01	1.375857e+00	1.124143e+00
9.258050937963005e-02	5.475624e-01	7.795922e-01	6.624354e-01	1.370975e+00	1.129025e+00
9.267816562963005e-02	5.564572e-01	7.794555e-01	6.634032e-01	1.366092e+00	1.133908e+00
9.277582187963004e-02	5.653147e-01	7.792959e-01	6.645347e-01	1.361209e+00	1.138791e+00
9.287347812963004e-02	5.741425e-01	7.791098e-01	6.658521e-01	1.356326e+00	1.143674e+00
9.297113437963003e-02	5.829475e-01	7.788942e-01	6.673790e-01	1.351443e+00	1.148557e+00
9.306879062963003e-02	5.917350e-01	7.786455e-01	6.691395e-01	1.346560e+00	1.153440e+00
9.316644687963002e-02	6.005085e-01	7.783601e-01	6.711578e-01	1.341678e+00	1.158322e+00
9.326410312963002e-02	6.092688e-01	7.780350e-01	6.734569e-01	1.336795e+00	1.163205e+00
9.336175937963001e-02	6.180146e-01	7.776669e-01	6.760584e-01	1.331912e+00	1.168088e+00
9.345941562963000e-02	6.267414e-01	7.772530e-01	6.789809e-01	1.327029e+00	1.172971e+00
9.355707187963000e-02	6.354426e-01	7.767912e-01	6.822395e-01	1.322146e+00	1.177854e+00
9.365472812962999e-02	6.441092e-01	7.762799e-01	6.858446e-01	1.317264e+00	1.182736e+00
9.375238437962999e-02	6.527305e-01	7.757180e-01	6.898019e-01	1.312381e+00	1.187619e+00
9.385004062962998e-02	6.612942e-01	7.751054e-01	6.941114e-01	1.307498e+00	1.192502e+00
9.394769687962998e-02	6.697870e-01	7.744426e-01	6.987677e-01	1.302615e+00	1.197385e+00
9.404535312962997e-02	6.781946e-01	7.737309e-01	7.037598e-01	1.297732e+00	1.202268e+00
9.414300937962997e-02	6.865028e-01	7.729726e-01	7.090715e-01	1.292850e+00	1.207150e+00
9.424066562962996e-02	6.946967e-01	7.721702e-01	7.146818e-01	1.287967e+00	1.212033e+00
9.433832187962995e-02	7.027618e-01	7.713271e-01	7.205654e-01	1.283084e+00	1.216916e+00
9.443597812962995e-02	7.106836e-01	7.704472e-01	7.266935e-01	1.278201e+00	1.221799e+00
9.453363437962994e-02	7.184479e-01	7.695348e-01	7.330338e-01	1.273318e+00	1.226682e+00
9.463129062962994e-02	7.260406e-01	7.685946e-01	7.395520e-01	1.268435e+00	1.231565e+00
9.472894687962993e-02	7.334482e-01	7.676316e-01	7.462113e-01	1.263553e+00	1.236447e+00
9.482660312962993e-02	7.406575e-01	7.666513e-01	7.529740e-01	1.258670e+00	1.241330e+00
9.502191562962992e-02	7.544293e-01	7.646601e-01	7.666522e-01	1.248904e+00	1.251096e+00
9.511957187962991e-02	7.609673e-01	7.636607e-01	7.734883e-01	1.244021e+00	1.255979e+00
9.521722812962991e-02	7.672573e-01	7.626664e-01	7.802694e-01	1.239139e+00	1.260861e+00
9.531488437962990e-02	7.732884e-01	7.616830e-01	7.869563e-01	1.234256e+00	1.265744e+00
9.541254062962989e-02	7.790499e-01	7.607162e-01	7.935109e-01	1.229373e+00	1.270627e+00
9.551019687962989e-02	7.845320e-01	7.597715e-01	7.998964e-01	1.224490e+00	1.275510e+00
9.560785312962988e-02	7.897259e-01	7.588543e-01	8.060775e-01	1.219607e+00	1.280393e+00
9.570550937962988e-02	7.946241e-01	7.579696e-01	8.120219e-01	1.214725e+00	1.285275e+00
9.580316562962987e-02	7.992204e-01	7.571223e-01	8.176995e-01	1.209842e+00	1.290158e+00
9.590082187962987e-02	8.035105e-01	7.563164e-01	8.230841e-01	1.204959e+00	1.295041e+00
9.599847812962986e-02	8.074923e-01	7.555557e-01	8.281535e-01	1.200076e+00	1.299924e+00
9.609613437962986e-02	8.111655e-01	7.548431e-01	8.328899e-01	1.195193e+00	1.304807e+00
9.619379062962985e-02	8.145330e-01	7.541810e-01	8.372808e-01	1.190310e+00	1.309690e+00
9.629144687962984e-02	8.176002e-01	7.535708e-01	8.413187e-01	1.185428e+00	1.314572e+00
9.638910312962984e-02	8.203752e-01	7.530129e-01	8.450024e-01	1.180545e+00	1.319455e+00
9.648675937962983e-02	8.228691e-01	7.525072e-01	8.483355e-01	1.175662e+00	1.324338e+00
9.658441562962983e-02	8.250954e-01	7.520524e-01	8.513274e-01	1.170779e+00	1.329221e+00
9.668207187962982e-02	8.270700e-01	7.516468e-01	8.539919e-01	1.165896e+00	1.334104e+00
9.677972812962982e-02	8.288105e-01	7.512879e-01	8.563469e-01	1.161014e+00	1.338986e+00
9.687738437962981e-02	8.303357e-01	7.509724e-01	8.584135e-01	1.156131e+00	1.343869e+00
9.697504062962981e-02	8.316652e-01	7.506973e-01	8.602149e-01	1.151248e+00	1.348752e+00
9.707269687962980e-02	8.328186e-01	7.504586e-01	8.617755e-01	1.146365e+00	1.353635e+00
9.717035312962979e-02	8.338153e-01	7.502528e-01	8.631198e-01	1.141482e+00	1.358518e+00
9.726800937962979e-02	8.346737e-01	7.500764e-01	8.642722e-01	1.136600e+00	1.363400e+00
9.736566562962978e-02	8.354112e-01	7.499256e-01	8.652559e-01	1.131717e+00	1.368283e+00
9.746332187962978e-02	8.360438e-01	7.497973e-01	8.660924e-01	1.126834e+00	1.373166e+00
9.756097812962977e-02	8.365859e-01	7.496885e-01	8.668017e-01	1.121951e+00	1.378049e+00
9.765863437962977e-02	8.370506e-01	7.495965e-01	8.674017e-01	1.117068e+00	1.382932e+00
9.775629062962976e-02	8.374494e-01	7.495186e-01	8.679084e-01	1.112185e+00	1.387815e+00
9.785394687962976e-02	8.377923e-01	7.494530e-01	8.683361e-01	1.107303e+00	1.392697e+00
9.795160312962975e-02	8.380883e-01	7.493975e-01	8.686972e-01	1.102420e+00	1.397580e+00
9.804925937962974e-02	8.383449e-01	7.493507e-01	8.690023e-01	1.097537e+00	1.402463e+00
9.814691562962974e-02	8.385687e-01	7.493109e-01	8.692610e-01	1.092654e+00	1.407346e+00
9.824457187962973e-02	8.387653e-01	7.492771e-01	8.694810e-01	1.087771e+00	1.412229e+00
9.834222812962973e-02	8.389394e-01	7.492482e-01	8.696691e-01	1.082889e+00	1.417111e+00
9.843988437962972e-02	8.390951e-01	7.492232e-01	8.698312e-01	1.078006e+00	1.421994e+00
9.853754062962972e-02	8.392357e-01	7.492016e-01	8.699720e-01	1.073123e+00	1.426877e+00
9.863519687962971e-02	8.393642e-01	7.491826e-01	8.700955e-01	1.068240e+00	1.431760e+00
9.873285312962971e-02	8.394826e-01	7.491658e-01	8.702050e-01	1.063357e+00	1.436643e+00
9.883050937962970e-02	8.395931e-01	7.491506e-01	8.703035e-01	1.058475e+00	1.441525e+00
9.892816562962969e-02	8.396970e-01	7.491369e-01	8.703929e-01	1.053592e+00	1.446408e+00
9.902582187962969e-02	8.397958e-01	7.491242e-01	8.704751e-01	1.048709e+00	1.451291e+00
9.912347812962968e-02	8.398905e-01	7.491125e-01	8.705516e-01	1.043826e+00	1.456174e+00
9.931879062962967e-02	8.400703e-01	7.490909e-01	8.706920e-01	1.034060e+00	1.465940e+00
9.951410312962966e-02	8.402414e-01	7.490710e-01	8.708209e-01	1.024295e+00	1.475705e+00
9.980707187962964e-02	8.404875e-01	7.490432e-01	8.710013e-01	1.009646e+00	1.490354e+00
9.990472812962964e-02	8.405677e-01	7.490343e-01	8.710592e-01	1.004764e+00	1.495236e+00
1.000000000000000e-01	8.406454e-01	7.490257e-01	8.711152e-01	1.000000e+00	1.500000e+00
Step Information: Ibias=100µ  (Run: 2/3)
0.000000000000000e+00	9.156790e-01	7.972730e-01	9.888464e-01	1.000000e+00	1.500000e+00
2.256562496768311e-04	9.154266e-01	7.973028e-01	9.886137e-01	1.011283e+00	1.488717e+00
4.209687496768311e-04	9.151989e-01	7.973303e-01	9.883983e-01	1.021048e+00	1.478952e+00
5.186249996768311e-04	9.150804e-01	7.973449e-01	9.882833e-01	1.025931e+00	1.474069e+00
6.162812496768311e-04	9.149579e-01	7.973604e-01	9.881619e-01	1.030814e+00	1.469186e+00
7.139374996768310e-04	9.148306e-01	7.973769e-01	9.880325e-01	1.035697e+00	1.464303e+00
8.115937496768310e-04	9.146973e-01	7.973947e-01	9.878932e-01	1.040580e+00	1.459420e+00
9.092499996768310e-04	9.145569e-01	7.974140e-01	9.877417e-01	1.045462e+00	1.454538e+00
1.006906249676831e-03	9.144076e-01	7.974353e-01	9.875751e-01	1.050345e+00	1.449655e+00
1.104562499676831e-03	9.142475e-01	7.974589e-01	9.873899e-01	1.055228e+00	1.444772e+00
1.202218749676831e-03	9.140742e-01	7.974855e-01	9.871818e-01	1.060111e+00	1.439889e+00
1.299874999676831e-03	9.138849e-01	7.975156e-01	9.869458e-01	1.064994e+00	1.435006e+00
1.397531249676831e-03	9.136763e-01	7.975500e-01	9.866759e-01	1.069877e+00	1.430123e+00
1.495187499676831e-03	9.134443e-01	7.975897e-01	9.863649e-01	1.074759e+00	1.425241e+00
1.592843749676832e-03	9.131843e-01	7.976357e-01	9.860044e-01	1.079642e+00	1.420358e+00
